CONCISE NET LIST - 1  
A7_7612_B_CLK_P          U14              4        RCLAMP0524P     
A7_7612_B_CLK_P          U14              7        RCLAMP0524P     
A7_7612_B_DATA0_N        J4               9        HDMI-A          
A7_7612_B_DATA0_N        U8               17       ADV7612BSWZ-ADV7612BSWZ
A7_7612_B_DATA0_N        U13              2        RCLAMP0524P     
A7_7612_B_DATA0_N        U13              9        RCLAMP0524P     
A7_7612_B_DATA0_P        J4               7        HDMI-A          
A7_7612_B_DATA0_P        U8               18       ADV7612BSWZ-ADV7612BSWZ
A7_7612_B_DATA0_P        U13              1        RCLAMP0524P     
A7_7612_B_DATA0_P        U13              10       RCLAMP0524P     
A7_7612_B_DATA1_N        J4               6        HDMI-A          
A7_7612_B_DATA1_N        U8               20       ADV7612BSWZ-ADV7612BSWZ
A7_7612_B_DATA1_N        U13              5        RCLAMP0524P     
A7_7612_B_DATA1_N        U13              6        RCLAMP0524P     
A7_7612_B_DATA1_P        J4               4        HDMI-A          
A7_7612_B_DATA1_P        U8               21       ADV7612BSWZ-ADV7612BSWZ
A7_7612_B_DATA1_P        U13              4        RCLAMP0524P     
A7_7612_B_DATA1_P        U13              7        RCLAMP0524P     
A7_7612_B_DATA2_N        J4               3        HDMI-A          
A7_7612_B_DATA2_N        U8               23       ADV7612BSWZ-ADV7612BSWZ
A7_7612_B_DATA2_N        U14              2        RCLAMP0524P     
A7_7612_B_DATA2_N        U14              9        RCLAMP0524P     
A7_7612_B_DATA2_P        J4               1        HDMI-A          
A7_7612_B_DATA2_P        U8               24       ADV7612BSWZ-ADV7612BSWZ
A7_7612_B_DATA2_P        U14              1        RCLAMP0524P     
A7_7612_B_DATA2_P        U14              10       RCLAMP0524P     
A7_7612_B_HP             J4               19       HDMI-A          
A7_7612_B_HP             Q5               3        BSS123LT1       
A7_7612_B_HP             R102             1        R-07090277,1K   
A7_7612_B_HP             U8               96       ADV7612BSWZ-ADV7612BSWZ
A7_7612_B_HP             U10              2        RCLAMP0524P     
A7_7612_B_HP             U10              9        RCLAMP0524P     
A7_7612_B_SCL            J4               15       HDMI-A          
A7_7612_B_SCL            R93              1        R-07090246,4.7K 
A7_7612_B_SCL            U8               93       ADV7612BSWZ-ADV7612BSWZ
A7_7612_B_SCL            U10              4        RCLAMP0524P     
A7_7612_B_SCL            U10              7        RCLAMP0524P     
A7_7612_B_SDA            J4               16       HDMI-A          
A7_7612_B_SDA            R97              1        R-07090246,4.7K 
A7_7612_B_SDA            U8               94       ADV7612BSWZ-ADV7612BSWZ
A7_7612_B_SDA            U10              5        RCLAMP0524P     
A7_7612_B_SDA            U10              6        RCLAMP0524P     
A7_7612_CEC              D6               2        DIODE-95010058,1N4148
A7_7612_CEC              R94              2        R-07090522,0    
A7_7612_CEC              R95              2        R-07090522,0    
A7_7612_CEC              U8               92       ADV7612BSWZ-ADV7612BSWZ
A7_7612_CS_N             R81              1        R-07090253,47K  
A7_7612_CS_N             U8               87       ADV7612BSWZ-ADV7612BSWZ
A7_7612_CS_N             U28              T24      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_DE               U8               71       ADV7612BSWZ-ADV7612BSWZ
A7_7612_DE               U28              P26      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_HS               U8               72       ADV7612BSWZ-ADV7612BSWZ
A7_7612_HS               U28              N34      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_INT1             U8               85       ADV7612BSWZ-ADV7612BSWZ
A7_7612_INT1             U28              U25      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_INT2             U8               79       ADV7612BSWZ-ADV7612BSWZ
A7_7612_INT2             U28              T25      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_LLC              U8               42       ADV7612BSWZ-ADV7612BSWZ
A7_7612_LLC              U28              U34      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_MCLK             R82              1        R-07090522,0    
A7_7612_MCLK             U8               81       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P0               U8               69       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P0               U28              P24      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P1               U8               68       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P1               U28              N24      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P2               U8               67       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P2               U28              U26      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P3               U8               66       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P3               U28              U27      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P4               U8               65       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P4               U28              R25      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P5               U8               64       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P5               U28              P25      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P6               U8               63       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P6               U28              T27      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P7               U8               61       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P7               U28              R27      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P8               U8               60       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P8               U28              N27      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P9               U8               59       ADV7612BSWZ-ADV7612BSWZ
A7_7612_P9               U28              N28      XC7A200TFFG1156-XC7A200TFFG1156
A7_7612_P10              U8               58       ADV7612BSWZ-ADV7612BSWZ
